skill_match_pct,exp_years,role_match,location_match,edu_match,score
0.81,11.8,1,0,0,72
0.29,12.9,0,1,1,44
0.2,1.1,0,0,1,22
0.84,5.2,0,1,0,49
0.15,11.4,0,1,1,47
0.86,8.0,0,0,0,55
0.15,12.0,0,0,1,33
0.43,11.9,0,1,0,47
0.98,7.4,1,0,1,81
0.71,14.4,1,1,1,93
0.38,8.6,0,0,1,34
0.0,15.0,1,0,0,41
0.99,2.7,1,0,0,61
0.59,7.5,1,0,1,73
0.72,1.2,0,0,1,46
0.3,10.5,1,1,0,61
0.96,12.8,1,0,1,86
0.02,8.5,0,1,1,44
0.53,6.2,1,1,1,62
0.45,10.4,1,0,0,45
0.59,1.1,1,1,0,49
0.89,12.7,1,0,1,87
0.26,1.0,1,0,0,30
0.86,13.5,1,1,0,88
0.02,13.7,0,0,1,37
0.75,11.8,1,0,1,78
0.23,1.3,1,0,1,48
0.86,13.7,0,0,1,57
0.75,12.3,1,0,1,69
0.06,0.2,0,1,1,21
0.04,13.6,1,0,1,45
0.05,8.5,1,0,1,50
0.56,9.3,0,1,1,57
0.77,3.0,0,0,0,31
0.19,14.7,0,0,0,27
0.68,13.9,0,1,0,61
0.84,7.2,1,0,0,67
0.34,10.5,0,0,1,58
0.26,6.5,0,1,0,30
0.3,9.1,1,0,0,54
0.73,12.6,1,1,0,73
0.03,9.7,1,0,0,33
0.27,10.1,0,1,1,50
0.96,0.3,0,1,0,57
0.82,1.8,1,1,1,75
0.65,11.6,1,1,1,83
0.38,3.2,0,0,1,33
0.41,3.4,1,1,1,59
0.89,12.8,1,0,1,83
0.31,13.8,1,1,1,67
0.97,0.3,0,1,0,41
0.38,11.8,1,0,1,55
0.16,4.1,1,1,0,46
0.74,2.7,1,1,1,72
0.28,3.3,0,1,1,44
0.68,6.1,0,0,0,46
0.3,14.3,0,0,0,26
0.18,7.1,0,0,1,27
0.7,14.3,0,0,0,49
0.44,9.8,1,0,0,62
0.93,4.0,0,0,1,62
0.39,5.4,1,1,1,67
0.45,7.5,1,0,0,56
0.44,13.2,1,0,0,59
0.27,12.3,1,0,0,41
0.28,5.6,1,1,0,50
0.7,12.1,1,0,1,86
0.76,1.3,0,0,1,47
0.55,0.9,1,1,1,68
0.67,10.3,1,1,1,84
0.93,3.2,1,0,1,65
0.37,10.1,1,1,1,71
0.88,10.3,0,1,1,85
0.81,1.0,1,1,1,76
0.1,0.9,1,0,1,38
0.91,11.5,1,1,1,94
0.58,7.4,1,1,1,73
0.14,2.9,0,1,1,37
0.48,9.4,1,1,0,63
0.31,8.2,0,1,0,41
0.65,7.3,1,0,0,60
0.28,8.8,0,1,0,33
0.84,9.1,0,0,1,59
0.98,8.8,1,1,0,93
0.94,4.9,1,0,1,67
0.87,12.1,1,0,0,72
0.1,5.7,0,1,0,23
0.0,11.1,0,0,0,22
0.6,3.5,1,1,0,61
0.93,9.3,1,0,0,74
0.6,3.3,1,1,0,55
0.33,10.7,1,0,1,61
0.3,11.8,1,0,1,59
0.03,2.6,0,0,1,17
0.13,1.4,1,1,1,38
0.31,3.6,1,1,1,65
0.82,5.0,1,0,0,73
0.86,0.4,1,1,1,71
0.39,11.7,0,1,0,44
0.48,9.5,0,0,1,52
0.56,4.6,0,0,0,26
0.73,5.2,0,1,0,52
0.43,1.9,1,1,0,53
0.06,10.6,0,1,1,45
0.91,5.9,0,0,1,55
0.39,3.1,0,1,1,56
0.5,8.3,0,1,1,50
0.22,7.5,0,0,0,24
0.15,4.0,0,0,1,26
0.11,0.6,0,1,0,10
0.91,4.8,0,1,0,56
0.08,9.5,1,1,1,55
0.92,4.1,1,0,1,80
0.46,4.9,1,0,1,59
0.41,1.5,0,0,0,12
0.38,4.3,1,0,0,50
0.33,12.0,0,0,0,41
0.02,3.4,0,0,0,10
0.48,4.0,0,0,0,21
0.18,10.5,0,1,1,54
0.66,2.4,1,1,0,62
0.13,8.8,1,1,0,64
0.85,13.8,0,0,1,51
0.16,6.5,0,0,0,15
0.01,10.7,1,0,1,58
0.28,14.1,0,1,1,56
0.41,9.1,1,1,1,68
0.99,0.9,0,1,0,52
0.2,4.5,0,0,0,19
0.24,6.5,1,0,0,44
0.75,6.4,0,0,1,59
0.18,9.2,1,1,1,58
0.13,4.5,1,0,0,38
0.79,9.7,0,0,0,48
0.68,0.5,1,0,0,51
0.1,4.8,0,1,0,18
0.83,4.8,0,1,0,54
0.61,9.1,0,0,0,50
0.31,12.4,1,0,1,62
0.25,10.5,1,0,1,58
0.15,5.3,0,1,1,43
0.67,6.2,0,0,1,43
0.37,2.7,1,1,0,50
0.32,1.0,0,0,0,16
0.51,13.8,1,1,0,70
0.31,6.1,1,1,1,67
0.59,11.2,1,0,1,73
0.18,9.2,1,1,1,64
0.2,6.7,0,0,1,37
0.24,8.2,1,1,1,58
0.74,11.3,1,1,0,85
0.27,6.1,0,1,0,41
0.52,5.9,1,1,0,62
0.69,14.1,1,0,0,62
0.98,2.2,0,0,0,53
0.44,3.0,1,1,0,44
0.71,4.5,1,0,1,68
0.36,8.4,1,0,1,62
0.81,13.9,0,0,0,52
0.55,14.3,1,0,1,73
0.47,6.1,0,1,0,38
0.84,14.2,1,0,1,87
0.28,12.6,1,1,1,63
0.33,8.7,0,1,1,55
0.77,1.0,0,1,1,58
0.13,10.7,1,0,0,45
0.66,13.1,1,1,0,65
0.2,5.2,1,0,0,44
0.56,11.3,0,1,1,73
0.99,7.5,0,0,0,54
0.43,8.4,0,1,1,61
0.12,4.4,1,0,0,34
0.43,5.1,0,0,0,27
0.3,12.2,1,1,1,65
0.12,6.1,0,0,1,27
0.91,2.3,1,0,0,65
0.19,0.2,0,1,1,30
0.92,14.5,0,1,0,62
0.19,12.5,1,1,0,55
0.54,4.7,1,0,0,50
0.81,6.6,1,1,0,67
0.76,3.4,0,0,0,38
0.73,2.9,1,0,0,53
0.41,7.7,0,0,1,37
0.22,1.0,1,1,0,45
0.72,13.2,0,0,0,56
0.51,1.6,1,0,1,51
0.02,6.6,0,1,1,35
0.47,4.3,1,1,1,73
0.8,8.7,0,1,1,69
0.42,6.7,1,0,1,66
0.76,9.7,1,0,0,70
0.92,8.0,1,1,0,83
0.49,5.3,1,0,0,39
0.79,10.5,1,1,0,75
0.58,4.9,1,1,0,51
0.76,5.2,1,0,0,60
0.7,5.3,0,0,0,39
0.72,10.3,0,1,1,59
0.69,2.1,0,1,0,40
0.05,0.9,1,1,1,45
0.01,13.6,1,1,0,55
0.02,6.9,0,0,0,10
0.09,6.6,0,0,0,16
0.39,4.4,1,1,1,67
0.18,7.1,1,1,1,70
0.09,6.8,0,0,0,14
0.58,12.0,1,1,0,76
0.2,0.8,1,1,0,40
0.81,12.6,1,0,0,71
0.27,2.0,0,0,1,21
0.72,8.3,1,1,0,69
0.85,13.3,1,0,0,68
0.12,4.7,1,1,0,39
0.0,7.8,0,1,0,31
0.36,14.6,0,1,1,52
0.99,1.1,1,1,1,81
0.99,2.3,0,0,1,56
0.84,3.6,1,1,1,87
0.73,9.2,1,0,1,80
0.85,11.4,0,1,0,60
0.14,8.7,1,0,0,37
0.68,11.5,1,1,0,80
0.3,0.1,0,0,1,11
0.71,11.6,0,0,1,56
0.13,11.9,0,0,0,21
0.38,7.4,0,1,1,56
0.77,12.9,1,0,0,75
0.42,0.8,0,0,1,25
0.69,0.5,1,1,0,60
0.45,0.7,1,1,0,52
0.18,0.9,1,0,0,21
0.53,1.7,0,0,0,31
0.44,14.8,0,0,1,42
0.52,10.2,1,1,0,80
0.84,9.1,0,1,0,57
0.62,12.3,0,0,1,55
0.99,14.5,0,1,0,70
0.98,1.8,0,0,1,48
0.38,1.1,0,1,0,22
0.13,11.2,1,0,0,49
0.71,2.9,1,1,1,74
0.23,2.7,0,1,0,25
0.29,2.7,0,1,0,14
0.38,2.2,0,0,1,31
0.06,4.6,1,1,0,40
0.9,0.9,0,0,1,40
0.37,10.5,0,0,0,35
0.75,14.6,1,1,1,90
0.41,11.2,0,0,1,58
0.58,8.3,0,0,1,47
0.38,13.1,1,0,0,54
0.33,3.2,1,0,1,43
0.93,4.3,0,1,0,47
0.27,15.0,1,1,0,59
0.62,10.0,0,0,1,51
